Mode:Chase_Sees:False_Dist:far;Up;42.678796417140305
Mode:Chase_Sees:False_Dist:far;Down;43.846557123414115
Mode:Chase_Sees:False_Dist:far;Right;43.219321371522284
Mode:Chase_Sees:False_Dist:far;Left;41.982370951225256
Mode:Chase_Sees:True_Dist:far;Down;78.16885791999208
Mode:Chase_Sees:True_Dist:mid;Up;95.34797321427745
Mode:Chase_Sees:True_Dist:mid;Down;90.59790737322675
Mode:Chase_Sees:True_Dist:mid;Right;93.18743245132781
Mode:Chase_Sees:True_Dist:far;Up;76.46579350676171
Mode:Chase_Sees:True_Dist:far;Left;66.04924151527368
Mode:Chase_Sees:True_Dist:far;Right;88.46761666018857
Mode:Frightened_Sees:False_Dist:far;Up;-8.580836725089773
Mode:Frightened_Sees:False_Dist:far;Down;-8.62818324904585
Mode:Frightened_Sees:False_Dist:far;Left;-8.46613384859661
Mode:Frightened_Sees:False_Dist:far;Right;-8.265716811773906
Mode:Scatter_Sees:False_Dist:far;Up;-0.9141609618280891
Mode:Scatter_Sees:False_Dist:far;Down;-0.9242795874783397
Mode:Scatter_Sees:False_Dist:far;Left;-0.9190325367602785
Mode:Scatter_Sees:False_Dist:far;Right;-0.9107597667018362
Mode:Chase_Sees:True_Dist:mid;Left;92.15132852930633
Mode:Chase_Sees:True_Dist:near;Down;95.27525295264552
Mode:Chase_Sees:True_Dist:near;Left;70.02232807583626
Mode:Chase_Sees:True_Dist:near;Up;91.23797390668814
Mode:Chase_Sees:True_Dist:near;Right;93.55926635971716
Mode:Scatter_Sees:True_Dist:far;Up;-0.5789469732691759
Mode:Scatter_Sees:True_Dist:far;Down;-0.5772604745626947
Mode:Scatter_Sees:True_Dist:mid;Down;-0.4987305841519155
Mode:Scatter_Sees:True_Dist:mid;Up;-0.5031043119675602
Mode:Scatter_Sees:True_Dist:mid;Left;-0.5269497730410981
Mode:Scatter_Sees:True_Dist:far;Left;-0.6391517683112566
Mode:Scatter_Sees:True_Dist:mid;Right;-0.5146547988549025
Mode:Scatter_Sees:True_Dist:near;Up;-0.3725501948239296
Mode:Scatter_Sees:True_Dist:far;Right;-0.5702298187537005
Mode:Scatter_Sees:True_Dist:near;Right;-0.4116388727605539
Mode:Scatter_Sees:True_Dist:near;Left;-0.39598471048400546
Mode:Scatter_Sees:True_Dist:near;Down;-0.3937012623112437
Mode:Frightened_Sees:True_Dist:mid;Left;-0.95
Mode:Frightened_Sees:True_Dist:mid;Right;-0.95
Mode:Frightened_Sees:True_Dist:near;Left;-1.355
Mode:Frightened_Sees:True_Dist:near;Right;-1.355
