Mode:Chase_Sees:False_Dist:far;Up;50.50892042699255
Mode:Chase_Sees:False_Dist:far;Down;51.25890074722482
Mode:Chase_Sees:False_Dist:far;Left;50.72001762964836
Mode:Chase_Sees:False_Dist:far;Right;51.884988566718576
Mode:Chase_Sees:True_Dist:far;Up;90.58933779683677
Mode:Chase_Sees:True_Dist:far;Down;89.9858299815549
Mode:Chase_Sees:True_Dist:mid;Down;98.59522786673992
Mode:Chase_Sees:True_Dist:far;Left;84.50755848722368
Mode:Chase_Sees:True_Dist:far;Right;86.86033170294802
Mode:Chase_Sees:True_Dist:mid;Right;99.08366159319095
Mode:Chase_Sees:True_Dist:mid;Up;99.23007972307099
Mode:Chase_Sees:True_Dist:mid;Left;99.25764971939034
Mode:Chase_Sees:True_Dist:near;Up;91.62062574144156
Mode:Chase_Sees:True_Dist:near;Down;97.6740818037054
Mode:Chase_Sees:True_Dist:near;Left;98.25249223906006
Mode:Frightened_Sees:False_Dist:far;Down;-8.730462739209248
Mode:Frightened_Sees:False_Dist:far;Up;-8.539485185443123
Mode:Frightened_Sees:False_Dist:far;Left;-8.56182270719349
Mode:Frightened_Sees:False_Dist:far;Right;-8.361044314452053
Mode:Scatter_Sees:False_Dist:far;Down;-0.8849247942598459
Mode:Scatter_Sees:False_Dist:far;Up;-0.8549102308922337
Mode:Scatter_Sees:False_Dist:far;Left;-0.8847455072524242
Mode:Scatter_Sees:False_Dist:far;Right;-0.884585777481629
Mode:Scatter_Sees:True_Dist:far;Up;-0.583883236874595
Mode:Scatter_Sees:True_Dist:far;Down;-0.6042088305165582
Mode:Scatter_Sees:True_Dist:far;Left;-0.6075851239416451
Mode:Scatter_Sees:True_Dist:far;Right;-0.547978713824747
Mode:Scatter_Sees:True_Dist:mid;Right;-0.5449050980324603
Mode:Scatter_Sees:True_Dist:mid;Down;-0.557956041586988
Mode:Scatter_Sees:True_Dist:mid;Up;-0.5522468914084165
Mode:Scatter_Sees:True_Dist:mid;Left;-0.5662599119963148
Mode:Scatter_Sees:True_Dist:near;Down;-0.49069993316115335
Mode:Scatter_Sees:True_Dist:near;Up;-0.48172163104916704
Mode:Scatter_Sees:True_Dist:near;Right;-0.5046557522795967
Mode:Chase_Sees:True_Dist:near;Right;99.22199894260763
Mode:Scatter_Sees:True_Dist:near;Left;-0.5032042340449495
Mode:Frightened_Sees:True_Dist:far;Left;-1.355
Mode:Frightened_Sees:True_Dist:mid;Right;-0.5
Mode:Frightened_Sees:True_Dist:far;Right;-1.668490380638409
Mode:Frightened_Sees:True_Dist:mid;Left;-0.5
