Mode:Chase_Sees:False_Dist:far;Up;29.513891422526665
Mode:Chase_Sees:False_Dist:far;Down;29.563065828825103
Mode:Chase_Sees:False_Dist:far;Left;29.514028873867257
Mode:Chase_Sees:False_Dist:far;Right;29.393803564988524
Mode:Chase_Sees:True_Dist:far;Down;80.05398813773411
Mode:Chase_Sees:True_Dist:far;Up;86.12833820691726
Mode:Chase_Sees:True_Dist:mid;Right;99.98227499493582
Mode:Chase_Sees:True_Dist:far;Left;88.07388508851207
Mode:Chase_Sees:True_Dist:mid;Left;99.74840544717958
Mode:Chase_Sees:True_Dist:far;Right;98.09632595503818
Mode:Chase_Sees:True_Dist:mid;Up;99.99392283592671
Mode:Chase_Sees:True_Dist:mid;Down;99.41299069665378
Mode:Frightened_Sees:False_Dist:far;Down;-42.43568693464859
Mode:Frightened_Sees:False_Dist:far;Left;-42.3774076337649
Mode:Frightened_Sees:False_Dist:far;Right;-42.441599495227706
Mode:Frightened_Sees:False_Dist:far;Up;-42.43013430106553
Mode:Scatter_Sees:False_Dist:far;Up;-0.9982408146440531
Mode:Scatter_Sees:False_Dist:far;Right;-0.998024348246536
Mode:Scatter_Sees:False_Dist:far;Down;-0.9978275441804803
Mode:Scatter_Sees:False_Dist:far;Left;-0.9980221395373385
Mode:Scatter_Sees:True_Dist:far;Down;-0.9940152099621656
Mode:Scatter_Sees:True_Dist:far;Up;-0.9947134748190785
Mode:Scatter_Sees:True_Dist:far;Right;-0.9947159639210028
Mode:Scatter_Sees:True_Dist:far;Left;-0.9944043251039486
Mode:Scatter_Sees:True_Dist:mid;Down;-0.9926590983450597
Mode:Scatter_Sees:True_Dist:mid;Right;-0.9927921836598826
Mode:Scatter_Sees:True_Dist:mid;Left;-0.9927382380031644
Mode:Scatter_Sees:True_Dist:mid;Up;-0.9928313107348155
Mode:Scatter_Sees:True_Dist:near;Down;-0.9898183170117819
Mode:Scatter_Sees:True_Dist:near;Right;-0.9888162623071602
Mode:Chase_Sees:True_Dist:near;Up;99.99444092388632
Mode:Chase_Sees:True_Dist:near;Left;99.99630126229127
Mode:Chase_Sees:True_Dist:near;Down;99.99220861397131
Mode:Chase_Sees:True_Dist:near;Right;99.99710285502695
Mode:Scatter_Sees:True_Dist:near;Up;-0.9877571908053258
Mode:Scatter_Sees:True_Dist:near;Left;-0.9901756458019478
Mode:Frightened_Sees:True_Dist:mid;Down;-1.355
Mode:Frightened_Sees:True_Dist:near;Up;-1.355
Mode:Frightened_Sees:True_Dist:mid;Up;-1.355
Mode:Frightened_Sees:True_Dist:near;Down;-2.9712655517432616
Mode:Frightened_Sees:True_Dist:far;Down;-4.509209792933684
Mode:Frightened_Sees:True_Dist:far;Right;-0.95
Mode:Frightened_Sees:True_Dist:far;Left;-7.629137702844673
Mode:Frightened_Sees:True_Dist:far;Up;-3.902423706053553
